timestamp,#job,#traffic,#happythanksgiving,#hawks,#blackfriday
2018-11-22 23:52:24,193,0,15,0,4
2018-11-22 23:52:26,193,0,15,0,4
2018-11-22 23:52:28,193,0,15,0,4
2018-11-22 23:52:30,193,0,17,0,4
2018-11-22 23:52:32,195,0,17,0,5
2018-11-22 23:52:34,203,0,17,0,5
2018-11-22 23:52:36,203,0,17,0,5
2018-11-22 23:52:38,203,0,17,0,5
2018-11-22 23:52:40,203,0,17,0,5
2018-11-22 23:52:42,204,0,17,0,5
2018-11-22 23:52:44,207,0,17,0,5
2018-11-22 23:52:46,207,0,17,0,5
2018-11-22 23:52:48,207,0,19,0,5
2018-11-22 23:52:50,207,0,19,0,5
2018-11-22 23:52:52,207,0,20,0,5
2018-11-22 23:52:54,207,0,20,0,5
2018-11-22 23:52:56,213,0,20,0,6
2018-11-22 23:52:58,216,0,20,0,6
2018-11-22 23:53:00,216,0,20,0,6
2018-11-22 23:53:02,224,0,20,0,6
2018-11-22 23:53:04,225,0,20,0,6
2018-11-22 23:53:06,225,0,20,0,6
2018-11-22 23:53:08,225,0,20,0,6
2018-11-22 23:53:10,225,0,20,0,6
2018-11-22 23:53:12,225,0,20,0,6
2018-11-22 23:53:14,225,0,20,0,6
2018-11-22 23:53:16,225,0,21,0,6
2018-11-22 23:53:18,225,0,21,0,6
2018-11-22 23:53:20,225,0,21,0,6
2018-11-22 23:53:22,225,0,21,0,6
2018-11-22 23:53:24,238,0,21,0,6
